,x1,x2
300,15.062,-2.3949
116,17.001,1.5101
369,16.242,-0.96917
389,18.067,-0.8492
103,15.26,-3.2214
102,15.572,-1.7099
270,21.564,0.59648
227,20.081,0.57523
125,12.747,-2.2353
305,18.424,1.4107
238,9.8902,-0.9972
254,17.979,1.7193
263,12.278,-1.3808
168,20.035,1.8024
31,12.283,-0.92529
299,16.953,-0.11713
427,11.576,-3.4006
494,20.139,3.693
324,15.402,-1.2299
65,14.117,0.046896
163,16.367,-1.2031
426,16.491,-0.42257
406,11.974,-1.1226
409,15.567,-0.3214
150,13.087,-1.642
234,18.143,-1.7322
297,13.551,-0.81651
54,20.154,0.41421
399,11.761,-0.59551
89,21.135,3.8158
82,20.95,0.5661
2,16.733,1.5774
214,16.387,1.0546
154,15.664,0.64006
11,8.5621,-1.5438
405,15.532,-0.21633
69,15.482,-2.2499
315,12.861,-1.0329
392,21.507,2.3256
126,18.972,0.48658
167,18.527,2.2817
418,20.618,1.8394
264,16.638,-0.00039426
236,18.377,3.2664
459,14.553,0.8288
142,12.609,-0.66157
468,19.591,0.79801
75,19.094,1.5685
55,12.228,-2.3315
495,19.043,0.27231
419,13.708,-0.66098
57,11.156,-2.9469
24,17.557,-1.1967
73,17.939,0.63618
357,12.853,-1.9186
216,16.382,-0.12439
437,21.013,1.5743
244,18.355,1.9012
141,15.734,-0.79586
351,14.946,1.4018
262,17.954,1.0036
124,23.217,3.0191
343,16.012,0.070768
164,7.325,-3.3425
388,16.503,0.28978
255,18.224,0.052489
46,12.932,-1.1076
450,9.0142,-1.433
431,11.962,-1.2224
179,14.914,-0.5911
328,17.968,1.2591
498,15.613,1.8019
280,14.147,-1.4434
84,16.604,-0.082546
9,15.517,-0.4523
330,14.975,-0.48462
148,19.698,1.2224
250,12.85,-1.5379
44,21.81,2.1639
282,19.351,1.0002
200,17.963,0.46458
153,14.409,0.39645
237,17.454,1.3484
451,19.362,1.9908
161,14.882,-1.1972
489,20.576,0.44778
229,20.887,1.7726
285,17.165,-2.1401
349,16.186,-1.2756
481,19.597,2.4702
140,15.339,1.2008
341,18.346,1.7578
60,20.449,2.4467
59,13.681,-0.78601
241,17.767,0.88695
32,19.957,1.1677
277,12.743,-0.86451
95,16.438,-0.37923
64,20.654,1.0071
123,17.581,-0.35864
115,13.958,-0.5008
204,14.201,-1.7634
178,15.765,-1.5332
190,14.054,-0.4613
490,14.523,-2.7412
71,15.72,-0.2291
281,16.679,-0.83959
5,19.092,1.5443
48,15.18,0.47226
243,17.146,0.54205
342,17.319,-0.62339
445,16.46,0.92277
377,23.005,4.8695
169,18.694,-0.57715
253,19.423,-0.26331
395,16.463,0.98061
37,12.633,1.1371
21,7.9073,-0.2059
465,14.117,-1.4602
421,16.906,0.83387
191,20.454,3.1587
30,17.643,1.7488
249,12.732,-0.47624
106,22.558,1.3401
208,18.332,1.2605
373,18.248,1.9567
290,11.202,-3.4028
211,17.978,-0.10905
66,15.652,1.7813
310,15.516,0.4709
129,15.806,-0.12715
417,15.926,-2.538
436,13.956,0.18404
352,14.801,-1.2443
23,14.475,0.52836
162,15.843,1.3572
20,10.202,-1.8755
337,15.309,-0.38079
378,17.61,0.84752
499,11.272,-3.7823
197,18.585,1.5113
180,14.138,-1.2446
16,16.515,0.81528
109,19.767,0.8893
152,15.831,0.32189
194,17.344,1.1726
396,14.604,0.03019
6,12.556,-0.91554
365,16.245,-0.46719
27,15.395,-0.83722
63,19.632,1.9267
155,13.03,-1.4147
257,18.001,-0.21728
251,16.076,-2.0442
3,14.472,-0.28159
303,14.511,-0.069999
480,15.133,-1.1108
287,17.865,1.2171
182,11.887,-1.0265
8,18.948,0.50803
386,16.113,-1.9651
68,18.493,1.3996
222,15.821,1.1096
187,14.2,-0.22954
471,17.398,0.76479
132,17.52,0.567
307,10.753,0.39191
145,9.2758,-2.6246
79,19.918,1.8763
376,13.67,-1.5726
453,20.82,2.7764
18,17.5,0.92827
136,16.674,0.13442
22,12.45,-0.38301
456,17.107,-0.85782
209,18.647,1.3525
246,14.965,-0.60346
308,21.397,2.2102
404,13.484,1.2957
94,14.81,-1.4828
252,18.642,0.64948
188,14.202,-2.5572
356,18.381,0.069913
198,16.982,-1.0997
235,13.827,-2.2975
443,15.087,0.094278
497,16.777,-2.6903
130,20.743,2.822
455,16.02,0.60525
177,10.867,-1.4784
477,14.405,1.0299
58,14.573,-1.9836
245,17.349,1.7973
230,18.548,2.9945
306,15.514,0.71673
171,12.987,-1.8205
56,12.884,-3.5678
76,15.405,0.2339
147,16.428,0.491
122,15.692,-0.75984
91,18.771,0.83516
212,16.471,0.27202
40,11.698,-0.44331
425,16.743,-2.1217
312,14.474,-0.75608
327,16.139,1.4691
397,21.134,1.7838
462,14.565,-1.097
339,16.748,-0.53745
333,15.869,0.44062
354,17.546,0.1327
201,16.572,-2.0322
268,12.957,-0.65908
411,16.032,-0.40082
402,12.792,-1.0041
