,x1,x2
272,714.84375,1132.8125
1024,777.34375,1105.46875
1778,726.5625,1121.09375
1651,750.0,1042.96875
1973,722.65625,1074.21875
1025,769.53125,1101.5625
926,785.15625,1152.34375
409,753.90625,1285.15625
1120,707.03125,1062.5
210,691.40625,1105.46875
1902,722.65625,1109.375
958,808.59375,1167.96875
1741,746.09375,1070.3125
89,695.3125,1148.4375
1571,730.46875,1085.9375
2048,699.21875,1125.0
1156,714.84375,1074.21875
1562,726.5625,1101.5625
205,691.40625,1097.65625
1119,707.03125,1058.59375
1102,710.9375,1042.96875
1424,777.34375,1128.90625
1403,777.34375,1101.5625
1804,687.5,1140.625
1389,769.53125,1082.03125
1028,773.4375,1105.46875
1955,761.71875,1089.84375
1862,769.53125,1121.09375
1876,742.1875,1105.46875
81,699.21875,1152.34375
661,757.8125,1105.46875
1977,710.9375,1089.84375
1385,777.34375,1050.78125
2074,734.375,1160.15625
1465,777.34375,1414.0625
976,781.25,1117.1875
1723,750.0,1093.75
1952,765.625,1082.03125
1936,843.75,1207.03125
1260,738.28125,1097.65625
1932,695.3125,1117.1875
1035,773.4375,1117.1875
380,746.09375,1257.8125
881,773.4375,1113.28125
2117,691.40625,1109.375
1808,675.78125,1152.34375
1051,781.25,1125.0
797,789.0625,1148.4375
1111,710.9375,1027.34375
1301,750.0,1097.65625
503,734.375,1234.375
1475,714.84375,1054.6875
1803,687.5,1136.71875
2004,695.3125,1097.65625
1662,738.28125,1062.5
1933,789.0625,1105.46875
1041,773.4375,1121.09375
203,691.40625,1093.75
1095,722.65625,1070.3125
1271,746.09375,1097.65625
434,714.84375,1195.3125
169,679.6875,1121.09375
1521,707.03125,1070.3125
1706,746.09375,1078.125
2113,691.40625,1105.46875
1664,742.1875,1050.78125
993,769.53125,1109.375
30,742.1875,1113.28125
1693,746.09375,1074.21875
206,691.40625,1101.5625
1717,750.0,1097.65625
107,703.125,1136.71875
1497,691.40625,1042.96875
1175,710.9375,1074.21875
215,695.3125,1117.1875
1564,738.28125,1085.9375
1868,750.0,1109.375
1294,746.09375,1097.65625
275,718.75,1132.8125
145,703.125,1125.0
160,707.03125,1148.4375
588,761.71875,1125.0
1793,707.03125,1132.8125
2030,699.21875,1117.1875
784,789.0625,1128.90625
1124,710.9375,1066.40625
2026,699.21875,1113.28125
1929,820.3125,1500.0
625,753.90625,1113.28125
1131,703.125,1097.65625
1833,656.25,1156.25
2023,699.21875,1117.1875
162,699.21875,1156.25
25,761.71875,1117.1875
1863,769.53125,1121.09375
2115,468.75,1007.8125
53,710.9375,1148.4375
1409,773.4375,1121.09375
1631,773.4375,1035.15625
1397,769.53125,1097.65625
1962,757.8125,1089.84375
489,730.46875,1214.84375
552,765.625,1109.375
109,699.21875,1121.09375
1128,714.84375,1082.03125
244,707.03125,1152.34375
557,769.53125,1109.375
1091,718.75,1070.3125
1923,710.9375,1121.09375
333,726.5625,1222.65625
515,738.28125,1234.375
398,753.90625,1292.96875
1501,695.3125,1031.25
1576,730.46875,1089.84375
1948,253.90625,777.34375
1441,773.4375,1109.375
1957,761.71875,1089.84375
1930,707.03125,1113.28125
1859,765.625,1125.0
2049,140.625,957.03125
457,726.5625,1156.25
264,707.03125,1121.09375
612,746.09375,1152.34375
1469,359.375,792.96875
488,730.46875,1214.84375
530,714.84375,1222.65625
2071,730.46875,1171.875
392,750.0,1292.96875
221,699.21875,1132.8125
1787,707.03125,1136.71875
916,781.25,1144.53125
571,777.34375,1117.1875
955,785.15625,1167.96875
1239,710.9375,1097.65625
2055,800.78125,1296.875
1871,746.09375,1113.28125
1975,718.75,1085.9375
348,718.75,1183.59375
1490,691.40625,1023.4375
1161,714.84375,1078.125
1422,781.25,1121.09375
336,718.75,1210.9375
1064,769.53125,1136.71875
1826,656.25,1171.875
652,753.90625,1105.46875
541,742.1875,1136.71875
425,742.1875,1265.625
514,730.46875,1238.28125
983,769.53125,1109.375
1241,730.46875,1062.5
918,781.25,1144.53125
1595,742.1875,1078.125
1170,710.9375,1074.21875
224,699.21875,1136.71875
599,761.71875,1125.0
874,777.34375,1089.84375
1985,703.125,1082.03125
505,730.46875,1238.28125
157,703.125,1148.4375
582,773.4375,1117.1875
892,773.4375,1125.0
124,699.21875,1085.9375
443,726.5625,1156.25
1869,750.0,1109.375
1639,757.8125,1019.53125
2163,1496.09375,1500.0
649,757.8125,1101.5625
850,785.15625,1121.09375
1715,750.0,1085.9375
1605,722.65625,1062.5
1293,746.09375,1105.46875
1234,726.5625,1070.3125
1633,335.9375,773.4375
798,785.15625,1148.4375
543,753.90625,1128.90625
1846,781.25,1128.90625
739,804.6875,1113.28125
494,730.46875,1218.75
1141,714.84375,1082.03125
1542,707.03125,1082.03125
989,769.53125,1109.375
249,675.78125,1183.59375
818,789.0625,1160.15625
1819,687.5,1136.71875
1325,750.0,1054.6875
470,726.5625,1175.78125
1005,769.53125,1101.5625
1939,457.03125,816.40625
158,703.125,1152.34375
1615,683.59375,996.09375
2042,691.40625,1109.375
794,789.0625,1144.53125
1533,714.84375,1078.125
720,683.59375,1140.625
2104,707.03125,1125.0
999,765.625,1101.5625
1535,707.03125,1082.03125
1658,746.09375,1050.78125
1886,734.375,1109.375
997,773.4375,1109.375
1462,738.28125,1074.21875
1065,746.09375,1152.34375
1495,691.40625,1031.25
2157,82.03125,863.28125
1964,765.625,1082.03125
1476,707.03125,1054.6875
1972,722.65625,1074.21875
719,808.59375,1160.15625
138,699.21875,1109.375
1272,726.5625,1128.90625
1129,714.84375,1078.125
1849,746.09375,1140.625
1988,699.21875,1082.03125
295,722.65625,1164.0625
614,722.65625,1164.0625
624,750.0,1121.09375
361,746.09375,1191.40625
1049,777.34375,1125.0
1508,691.40625,1039.0625
1801,691.40625,1140.625
1983,703.125,1082.03125
374,746.09375,1238.28125
1516,707.03125,1058.59375
304,722.65625,1191.40625
1579,742.1875,1066.40625
1781,718.75,1132.8125
1670,738.28125,1062.5
1,757.8125,1136.71875
1637,769.53125,1031.25
445,726.5625,1152.34375
655,761.71875,1101.5625
604,761.71875,1128.90625
121,699.21875,1097.65625
1406,777.34375,1105.46875
1646,757.8125,1019.53125
905,773.4375,1136.71875
1210,414.0625,992.1875
1151,718.75,1085.9375
1954,761.71875,1089.84375
227,699.21875,1140.625
819,785.15625,1156.25
2016,699.21875,1117.1875
564,773.4375,1109.375
2029,695.3125,1117.1875
1167,718.75,1078.125
2121,691.40625,1109.375
1405,773.4375,1117.1875
242,710.9375,1144.53125
277,714.84375,1132.8125
507,730.46875,1238.28125
119,699.21875,1093.75
1184,714.84375,1074.21875
62,699.21875,1152.34375
1951,769.53125,1085.9375
2094,718.75,1136.71875
1836,683.59375,1195.3125
508,730.46875,1238.28125
226,703.125,1140.625
1893,730.46875,1113.28125
714,792.96875,1144.53125
893,773.4375,1132.8125
533,746.09375,1195.3125
1509,699.21875,1035.15625
763,789.0625,1121.09375
1561,726.5625,1093.75
977,773.4375,1117.1875
1094,718.75,1066.40625
23,761.71875,1125.0
232,703.125,1152.34375
352,730.46875,1171.875
1812,675.78125,1152.34375
452,734.375,1152.34375
1844,406.25,1156.25
521,722.65625,1242.1875
1704,742.1875,1082.03125
669,750.0,1109.375
1702,742.1875,1085.9375
1308,726.5625,1117.1875
1567,738.28125,1082.03125
335,722.65625,1210.9375
482,726.5625,1195.3125
1277,738.28125,1101.5625
2072,730.46875,1171.875
672,750.0,1113.28125
1550,714.84375,1085.9375
1911,707.03125,1105.46875
1718,753.90625,1089.84375
1986,703.125,1082.03125
99,699.21875,1156.25
607,761.71875,1132.8125
1879,746.09375,1105.46875
478,730.46875,1187.5
1321,738.28125,1101.5625
1982,707.03125,1085.9375
1365,726.5625,1023.4375
135,707.03125,1097.65625
338,714.84375,1218.75
919,785.15625,1148.4375
1539,710.9375,1082.03125
1139,718.75,1078.125
857,781.25,1117.1875
621,753.90625,1121.09375
49,718.75,1152.34375
1492,691.40625,1031.25
91,695.3125,1148.4375
868,773.4375,1101.5625
1379,359.375,777.34375
1152,718.75,1085.9375
578,777.34375,1113.28125
192,695.3125,1062.5
690,753.90625,1125.0
1703,742.1875,1078.125
758,789.0625,1113.28125
1519,707.03125,1066.40625
1337,308.59375,785.15625
453,734.375,1152.34375
1483,707.03125,1050.78125
1610,714.84375,1000.0
2129,691.40625,1125.0
707,753.90625,1140.625
459,730.46875,1156.25
730,785.15625,1125.0
698,753.90625,1128.90625
684,750.0,1121.09375
632,757.8125,1101.5625
709,769.53125,1144.53125
212,695.3125,1109.375
1300,746.09375,1097.65625
1858,765.625,1128.90625
550,761.71875,1113.28125
563,773.4375,1109.375
286,718.75,1156.25
1270,742.1875,1105.46875
1814,679.6875,1148.4375
1500,695.3125,1031.25
800,785.15625,1152.34375
2106,703.125,1121.09375
402,753.90625,1289.0625
744,789.0625,1101.5625
766,789.0625,1117.1875
2116,691.40625,1109.375
195,691.40625,1082.03125
1965,757.8125,1082.03125
1792,703.125,1140.625
1463,746.09375,1066.40625
1096,722.65625,1058.59375
970,765.625,1117.1875
548,757.8125,1109.375
1148,722.65625,1082.03125
1752,386.71875,773.4375
776,785.15625,1132.8125
1888,734.375,1109.375
1713,746.09375,1085.9375
546,753.90625,1121.09375
664,757.8125,1109.375
662,750.0,1109.375
1606,738.28125,1050.78125
83,687.5,1152.34375
562,765.625,1109.375
1068,707.03125,1152.34375
1523,707.03125,1070.3125
1969,746.09375,1074.21875
1163,714.84375,1078.125
1971,730.46875,1074.21875
2135,199.21875,945.3125
1856,761.71875,1132.8125
117,687.5,1093.75
1338,285.15625,824.21875
1376,753.90625,1031.25
932,777.34375,1156.25
1566,730.46875,1097.65625
1073,746.09375,1097.65625
764,789.0625,1117.1875
394,750.0,1292.96875
626,750.0,1101.5625
326,722.65625,1230.46875
724,761.71875,1117.1875
950,781.25,1164.0625
111,695.3125,1105.46875
1481,703.125,1054.6875
1214,218.75,785.15625
608,757.8125,1136.71875
825,781.25,1148.4375
21,769.53125,1113.28125
968,773.4375,1128.90625
1350,351.5625,750.0
499,730.46875,1226.5625
1498,710.9375,1003.90625
56,703.125,1152.34375
265,707.03125,1121.09375
1015,777.34375,1105.46875
1446,773.4375,1101.5625
87,695.3125,1148.4375
1199,730.46875,1089.84375
2066,886.71875,1164.0625
253,707.03125,1144.53125
767,789.0625,1121.09375
1206,859.375,1042.96875
805,781.25,1152.34375
1922,722.65625,1121.09375
321,726.5625,1222.65625
2118,687.5,1105.46875
755,789.0625,1113.28125
430,738.28125,1253.90625
832,851.5625,1164.0625
829,781.25,1171.875
421,750.0,1273.4375
285,718.75,1152.34375
5,792.96875,1082.03125
749,796.875,1113.28125
936,781.25,1152.34375
1108,703.125,1035.15625
536,746.09375,1140.625
254,703.125,1144.53125
1918,710.9375,1113.28125
770,789.0625,1121.09375
1482,707.03125,1050.78125
1619,667.96875,1382.8125
728,781.25,1136.71875
1143,714.84375,1085.9375
2123,699.21875,1105.46875
883,773.4375,1121.09375
454,730.46875,1156.25
2149,695.3125,1113.28125
337,718.75,1222.65625
1115,703.125,1054.6875
1614,734.375,1500.0
692,750.0,1125.0
601,757.8125,1125.0
1712,753.90625,1082.03125
925,781.25,1152.34375
1772,730.46875,1113.28125
735,804.6875,1125.0
606,761.71875,1128.90625
807,785.15625,1156.25
1701,742.1875,1082.03125
1899,726.5625,1109.375
1820,687.5,1136.71875
2092,714.84375,1132.8125
330,718.75,1214.84375
654,757.8125,1105.46875
72,695.3125,1148.4375
947,777.34375,1160.15625
1136,718.75,1085.9375
806,781.25,1156.25
1898,730.46875,1109.375
789,785.15625,1136.71875
1307,746.09375,1101.5625
75,691.40625,1152.34375
70,699.21875,1152.34375
1634,769.53125,1066.40625
1248,726.5625,1074.21875
634,757.8125,1101.5625
1526,703.125,1109.375
1828,695.3125,1132.8125
827,785.15625,1160.15625
1263,742.1875,1105.46875
1164,718.75,1074.21875
131,691.40625,1097.65625
700,750.0,1132.8125
1407,769.53125,1113.28125
1575,730.46875,1089.84375
1841,765.625,1500.0
58,703.125,1148.4375
1600,738.28125,1074.21875
2036,683.59375,1121.09375
404,753.90625,1289.0625
465,730.46875,1167.96875
410,753.90625,1285.15625
306,722.65625,1195.3125
871,777.34375,1089.84375
996,773.4375,1109.375
369,742.1875,1214.84375
1779,722.65625,1121.09375
1641,757.8125,1011.71875
1940,773.4375,1058.59375
1832,710.9375,1132.8125
969,773.4375,1125.0
345,718.75,1191.40625
576,773.4375,1117.1875
316,722.65625,1218.75
1207,761.71875,1500.0
1815,675.78125,1144.53125
7,777.34375,1085.9375
161,710.9375,1148.4375
1063,796.875,1125.0
900,773.4375,1128.90625
935,781.25,1160.15625
331,722.65625,1210.9375
1471,773.4375,1105.46875
1256,738.28125,1085.9375
1917,710.9375,1125.0
12,765.625,1113.28125
1530,714.84375,1074.21875
711,785.15625,1144.53125
1557,726.5625,1089.84375
939,781.25,1160.15625
847,789.0625,1125.0
1688,746.09375,1074.21875
1958,761.71875,1089.84375
1099,722.65625,1058.59375
497,734.375,1222.65625
853,785.15625,1117.1875
1011,777.34375,1105.46875
1179,714.84375,1074.21875
2110,695.3125,1113.28125
2008,695.3125,1097.65625
513,730.46875,1238.28125
170,691.40625,1101.5625
57,707.03125,1148.4375
842,777.34375,1132.8125
877,777.34375,1101.5625
1395,765.625,1089.84375
887,773.4375,1128.90625
1754,406.25,800.78125
314,722.65625,1214.84375
2084,148.4375,937.5
462,730.46875,1167.96875
718,738.28125,1160.15625
2107,699.21875,1121.09375
1941,308.59375,781.25
1274,750.0,1093.75
55,707.03125,1152.34375
780,785.15625,1128.90625
1247,726.5625,1074.21875
512,730.46875,1238.28125
1320,738.28125,1101.5625
308,722.65625,1199.21875
1226,738.28125,1058.59375
1529,707.03125,1082.03125
732,792.96875,1121.09375
1166,718.75,1078.125
468,734.375,1171.875
917,777.34375,1148.4375
1328,742.1875,1078.125
139,703.125,1113.28125
391,753.90625,1289.0625
2079,734.375,1148.4375
2024,699.21875,1117.1875
1410,781.25,1105.46875
1611,730.46875,1035.15625
1258,742.1875,1089.84375
549,757.8125,1113.28125
155,710.9375,1152.34375
483,730.46875,1199.21875
565,773.4375,1113.28125
1678,750.0,1058.59375
1700,742.1875,1085.9375
1586,738.28125,1093.75
1381,777.34375,1054.6875
280,718.75,1140.625
525,726.5625,1230.46875
595,753.90625,1121.09375
1464,355.46875,746.09375
1556,718.75,1097.65625
1855,761.71875,1132.8125
251,703.125,1160.15625
1467,125.0,816.40625
1762,812.5,1179.6875
1330,742.1875,1078.125
419,753.90625,1285.15625
1709,750.0,1078.125
63,703.125,1152.34375
1845,3.90625,1500.0
2028,695.3125,1113.28125
34,734.375,1125.0
1201,714.84375,1054.6875
1429,785.15625,1105.46875
737,800.78125,1117.1875
1524,707.03125,1070.3125
731,796.875,1125.0
1140,714.84375,1082.03125
1318,742.1875,1097.65625
973,777.34375,1121.09375
427,742.1875,1261.71875
105,667.96875,1210.9375
399,753.90625,1292.96875
1030,765.625,1105.46875
263,710.9375,1132.8125
101,757.8125,1234.375
1186,714.84375,1062.5
1827,687.5,1136.71875
2159,718.75,1113.28125
2057,859.375,1199.21875
846,796.875,1121.09375
228,703.125,1144.53125
1574,730.46875,1085.9375
2075,894.53125,1164.0625
1766,722.65625,1113.28125
653,757.8125,1105.46875
790,785.15625,1136.71875
1361,722.65625,1031.25
67,703.125,1148.4375
412,753.90625,1289.0625
946,777.34375,1160.15625
1438,769.53125,1105.46875
930,781.25,1152.34375
407,753.90625,1289.0625
888,773.4375,1121.09375
86,691.40625,1144.53125
2136,691.40625,1113.28125
420,753.90625,1281.25
1233,734.375,1074.21875
1356,718.75,1066.40625
1284,742.1875,1101.5625
1185,714.84375,1078.125
1775,726.5625,1113.28125
423,753.90625,1261.71875
1423,777.34375,1121.09375
733,789.0625,1113.28125
357,734.375,1195.3125
708,761.71875,1144.53125
1961,765.625,1093.75
1426,777.34375,1121.09375
1183,710.9375,1074.21875
862,769.53125,1109.375
603,761.71875,1125.0
830,785.15625,1175.78125
1953,761.71875,1089.84375
920,785.15625,1144.53125
1354,343.75,722.65625
1831,832.03125,1195.3125
1335,730.46875,1050.78125
1587,734.375,1089.84375
802,785.15625,1152.34375
1430,777.34375,1113.28125
1038,769.53125,1117.1875
1172,722.65625,1074.21875
1314,750.0,1097.65625
290,718.75,1164.0625
1728,750.0,1085.9375
373,746.09375,1230.46875
1362,734.375,1003.90625
547,761.71875,1109.375
1592,738.28125,1085.9375
1285,742.1875,1101.5625
1554,714.84375,1089.84375
313,722.65625,1214.84375
779,785.15625,1128.90625
1710,750.0,1082.03125
1763,722.65625,1105.46875
288,718.75,1160.15625
1553,710.9375,1089.84375
2045,675.78125,1113.28125
1246,726.5625,1074.21875
1513,707.03125,1046.875
2051,820.3125,1195.3125
13,769.53125,1109.375
154,714.84375,1152.34375
1767,722.65625,1109.375
1912,714.84375,1101.5625
1635,308.59375,777.34375
1070,519.53125,875.0
384,750.0,1269.53125
1850,750.0,1144.53125
176,683.59375,1062.5
225,699.21875,1136.71875
736,792.96875,1121.09375
675,750.0,1113.28125
757,789.0625,1109.375
449,726.5625,1156.25
1769,726.5625,1117.1875
986,769.53125,1109.375
762,789.0625,1113.28125
1795,691.40625,1140.625
1421,781.25,1125.0
2073,882.8125,1210.9375
1992,699.21875,1082.03125
1367,347.65625,773.4375
460,730.46875,1167.96875
1182,710.9375,1078.125
988,769.53125,1109.375
1881,753.90625,1101.5625
1145,714.84375,1085.9375
1191,742.1875,1046.875
1394,765.625,1082.03125
1765,714.84375,1113.28125
535,812.5,1230.46875
803,781.25,1144.53125
642,746.09375,1101.5625
863,773.4375,1109.375
1250,730.46875,1089.84375
1960,757.8125,1093.75
152,710.9375,1140.625
895,773.4375,1132.8125
1290,742.1875,1101.5625
524,722.65625,1226.5625
799,785.15625,1148.4375
2148,687.5,1109.375
1169,718.75,1070.3125
1092,714.84375,1066.40625
773,785.15625,1125.0
644,750.0,1101.5625
1022,773.4375,1109.375
1740,738.28125,1089.84375
1950,769.53125,1085.9375
1738,742.1875,1078.125
928,781.25,1148.4375
1019,773.4375,1109.375
1180,707.03125,1078.125
1734,746.09375,1085.9375
2158,710.9375,1113.28125
1963,757.8125,1085.9375
474,734.375,1179.6875
659,757.8125,1105.46875
1817,679.6875,1144.53125
848,792.96875,1125.0
282,714.84375,1148.4375
701,753.90625,1132.8125
623,750.0,1125.0
670,750.0,1109.375
1568,710.9375,1121.09375
1682,746.09375,1070.3125
1416,777.34375,1128.90625
580,773.4375,1117.1875
569,777.34375,1113.28125
1106,714.84375,1007.8125
207,691.40625,1101.5625
754,792.96875,1113.28125
1647,753.90625,1031.25
213,695.3125,1113.28125
1370,757.8125,1011.71875
1349,343.75,750.0
360,742.1875,1191.40625
2050,714.84375,1125.0
2162,726.5625,1132.8125
1090,718.75,1066.40625
726,777.34375,1140.625
1640,753.90625,1042.96875
1377,761.71875,1000.0
344,714.84375,1187.5
1724,750.0,1093.75
951,781.25,1164.0625
1235,726.5625,1082.03125
1154,714.84375,1082.03125
1708,742.1875,1085.9375
1493,695.3125,1031.25
864,773.4375,1109.375
317,726.5625,1218.75
2032,695.3125,1121.09375
1897,734.375,1113.28125
1504,691.40625,1027.34375
1687,742.1875,1078.125
1109,699.21875,1035.15625
572,769.53125,1117.1875
46,726.5625,1140.625
638,750.0,1101.5625
103,835.9375,1289.0625
113,699.21875,1085.9375
281,714.84375,1144.53125
1086,718.75,1074.21875
1075,746.09375,1105.46875
1731,753.90625,1089.84375
1218,773.4375,1074.21875
1100,718.75,1046.875
1746,355.46875,750.0
1903,722.65625,1113.28125
1289,746.09375,1097.65625
1875,746.09375,1101.5625
1825,695.3125,1136.71875
2142,703.125,1117.1875
365,746.09375,1203.125
364,746.09375,1199.21875
1336,347.65625,753.90625
1648,757.8125,1031.25
2067,734.375,1179.6875
1732,746.09375,1089.84375
473,730.46875,1179.6875
1188,730.46875,1058.59375
2090,171.875,933.59375
953,781.25,1167.96875
899,773.4375,1132.8125
586,769.53125,1121.09375
1048,773.4375,1125.0
368,742.1875,1203.125
1991,699.21875,1082.03125
147,707.03125,1132.8125
173,683.59375,1078.125
1204,781.25,1425.78125
1968,750.0,1066.40625
750,789.0625,1113.28125
1518,707.03125,1062.5
1047,777.34375,1125.0
1749,359.375,761.71875
1103,707.03125,1039.0625
1472,554.6875,1183.59375
379,746.09375,1250.0
1427,777.34375,1117.1875
710,765.625,1144.53125
908,773.4375,1144.53125
713,785.15625,1148.4375
1278,746.09375,1101.5625
1980,707.03125,1085.9375
1242,730.46875,1062.5
1998,691.40625,1089.84375
956,785.15625,1171.875
1730,750.0,1089.84375
627,761.71875,1105.46875
531,699.21875,1222.65625
753,792.96875,1113.28125
915,777.34375,1136.71875
1319,750.0,1097.65625
1668,742.1875,1054.6875
447,726.5625,1152.34375
1942,773.4375,1109.375
867,777.34375,1101.5625
1852,753.90625,1132.8125
491,730.46875,1218.75
579,769.53125,1117.1875
629,757.8125,1101.5625
1818,683.59375,1136.71875
1000,777.34375,1105.46875
1878,742.1875,1101.5625
2041,695.3125,1128.90625
370,742.1875,1222.65625
241,707.03125,1136.71875
116,687.5,1085.9375
168,695.3125,1128.90625
617,718.75,1167.96875
2099,710.9375,1128.90625
1345,628.90625,1027.34375
2133,699.21875,1117.1875
159,703.125,1148.4375
640,750.0,1101.5625
809,781.25,1148.4375
1486,691.40625,1046.875
2046,812.5,1222.65625
795,789.0625,1144.53125
870,777.34375,1097.65625
476,730.46875,1183.59375
1280,746.09375,1097.65625
1435,773.4375,1105.46875
2,789.0625,1085.9375
979,773.4375,1113.28125
1113,707.03125,1039.0625
1283,742.1875,1101.5625
18,761.71875,1121.09375
1275,738.28125,1125.0
1643,328.125,765.625
686,750.0,1125.0
748,796.875,1105.46875
933,785.15625,1156.25
363,746.09375,1199.21875
393,750.0,1292.96875
431,730.46875,1253.90625
1541,710.9375,1085.9375
1927,828.125,1175.78125
1173,718.75,1078.125
230,703.125,1148.4375
1916,722.65625,1117.1875
2083,730.46875,1144.53125
685,750.0,1121.09375
1360,339.84375,742.1875
388,750.0,1285.15625
305,726.5625,1187.5
1790,707.03125,1136.71875
68,695.3125,1152.34375
1292,742.1875,1101.5625
177,683.59375,1062.5
19,765.625,1117.1875
1008,777.34375,1105.46875
181,687.5,1058.59375
446,726.5625,1160.15625
1979,707.03125,1089.84375
1608,750.0,1394.53125
2013,699.21875,1105.46875
1913,718.75,1109.375
1757,804.6875,1261.71875
1777,734.375,1121.09375
1698,738.28125,1085.9375
1018,777.34375,1109.375
492,730.46875,1214.84375
793,789.0625,1140.625
704,757.8125,1136.71875
323,726.5625,1226.5625
186,703.125,1042.96875
597,761.71875,1121.09375
1042,769.53125,1121.09375
1999,695.3125,1093.75
334,714.84375,1222.65625
383,750.0,1265.625
73,695.3125,1152.34375
912,773.4375,1148.4375
679,753.90625,1117.1875
2053,480.46875,1210.9375
129,691.40625,1093.75
273,718.75,1132.8125
820,785.15625,1160.15625
1001,773.4375,1105.46875
114,699.21875,1070.3125
553,765.625,1109.375
2082,914.0625,1175.78125
2112,691.40625,1113.28125
860,777.34375,1113.28125
