,x1,x2,Class
271,0.573301,0.896112,1
272,1.141267,-0.190348,1
273,0.858783,-0.73681,1
274,-0.42916,-0.172383,1
275,0.301794,-0.744082,1
276,0.937546,-0.483943,1
277,-0.045574,-0.580884,1
278,-0.05215,1.146975,1
279,0.151387,-0.941188,1
280,-1.080905,0.169522,1
281,0.563313,0.99447,1
282,0.140191,-1.133057,1
283,-0.019141,0.36533,1
284,0.451846,0.747514,1
285,0.957236,-0.570161,1
286,-0.728195,0.549763,1
287,-0.949147,-0.568033,1
288,-0.305698,0.023366,1
289,-0.926086,-0.591281,1
290,-0.950859,-0.200922,1
291,0.218495,-0.612731,1
292,-0.68967,-0.890756,1
293,-0.543713,0.187683,1
294,-0.196396,0.190611,1
295,0.18266,-0.372524,1
296,0.513168,-0.851393,1
297,0.162044,0.493154,1
298,-0.705367,0.657527,1
299,0.442164,-0.155371,1
300,2.177058,-0.700472,2
301,-1.688208,-1.626058,2
302,1.691636,-1.58158,2
303,1.588604,-1.097625,2
304,1.630993,-1.370122,2
305,1.957612,-0.453224,2
306,-1.572628,-1.720889,2
307,-2.05786,-0.473645,2
308,2.224437,-0.020144,2
309,-2.01982,-0.865399,2
310,0.605703,-1.933373,2
311,-0.053677,-2.333044,2
312,1.868696,-0.486972,2
313,-1.414546,-1.334059,2
314,-0.78283,-1.907111,2
315,-0.686382,-1.922308,2
316,1.913015,-1.430903,2
317,-1.865581,-0.711934,2
318,-0.637037,-2.259492,2
319,0.850971,-1.73305,2
320,0.046388,-2.100417,2
321,-1.872406,-0.792599,2
322,0.716558,-1.915097,2
323,-1.735145,-0.819554,2
324,-1.219081,-1.80732,2
325,-0.613914,-2.021776,2
326,-0.492039,-1.98555,2
327,-1.249234,-1.997357,2
328,-0.320726,-2.31453,2
329,0.484055,-2.182857,2
330,2.184991,-0.272014,2
331,-1.014297,-1.986404,2
332,2.035125,-0.65624,2
333,-2.146442,-0.070458,2
334,2.226491,-0.264035,2
335,0.42823,-1.826925,2
336,1.941272,-0.938384,2
337,-0.448891,-1.969961,2
338,-0.483127,-1.919757,2
339,-1.089611,-1.516229,2
340,-1.300285,-1.642941,2
341,1.653364,-1.39313,2
342,1.69495,-1.287279,2
343,-0.00932,-1.903803,2
344,0.198024,-2.172022,2
345,0.388106,-2.092822,2
346,-1.422241,-1.676094,2
347,0.224837,-2.171974,2
348,1.933461,-1.218224,2
349,2.068895,-1.153152,2
350,1.998286,-1.067652,2
351,-1.82123,-0.700679,2
352,-1.686475,-0.9551,2
353,-1.918544,-0.21001,2
354,-1.620287,-1.093616,2
355,-1.81945,-0.881615,2
356,1.17348,-1.809433,2
357,1.253374,-1.511828,2
358,2.112269,-0.23648,2
359,1.903365,-0.232194,2
360,0.338447,-2.014786,2
361,-1.366699,-1.873652,2
362,2.081761,-0.159867,2
363,0.746088,-2.196401,2
364,-1.855656,-0.095347,2
365,2.151861,-1.005499,2
366,0.573413,-2.303854,2
367,0.55429,-2.139309,2
368,1.254273,-2.009763,2
369,0.46368,-1.900488,2
370,-1.863058,-1.366634,2
371,1.857871,-0.472621,2
372,2.296647,-0.233234,2
373,2.052925,-0.808581,2
374,1.222657,-1.487368,2
375,1.883581,-0.442441,2
376,-0.562077,-2.221269,2
377,-1.624178,-1.469771,2
378,1.484007,-1.226121,2
379,-2.198452,-0.253133,2
380,1.843732,-0.499961,2
381,-1.967594,-0.55779,2
382,2.149956,-0.601941,2
383,-0.051375,-2.005252,2
384,1.115026,-1.939207,2
385,-0.649663,-1.963092,2
386,-1.393763,-1.832154,2
387,-1.239666,-1.688156,2
388,-1.891654,-0.117615,2
389,-0.811328,-2.009621,2
390,2.010941,-0.226898,2
391,0.512268,-1.7987,2
392,-1.877176,-0.766306,2
393,0.756341,-2.004319,2
394,-0.686301,-1.81448,2
395,1.56808,-1.002822,2
396,0.284883,-1.999447,2
397,-0.62868,-1.749224,2
398,0.372926,-2.144464,2
399,-0.163456,-2.152597,2
400,-0.120222,-2.165268,2
401,-2.034784,-0.148793,2
402,0.483282,-2.068216,2
403,0.251931,-2.21745,2
404,0.944258,-2.179929,2
405,-1.704325,-1.173958,2
406,-0.267692,-2.300595,2
407,-1.787759,-1.42361,2
408,1.871422,-0.556618,2
409,2.179993,-0.749969,2
410,1.453914,-1.50953,2
411,-0.689106,-2.044217,2
412,1.405446,-1.857779,2
413,-1.978359,-0.348887,2
414,-2.109995,-0.225912,2
415,-0.57567,-2.244051,2
416,-2.318751,-0.102404,2
417,2.335523,-0.099567,2
418,-1.770701,-0.316059,2
419,0.667118,-2.112576,2
420,-1.889683,-0.680873,2
421,-1.084547,-1.979792,2
422,-2.258136,-0.576793,2
423,-1.309923,-1.692415,2
424,-2.021331,-0.682401,2
425,1.702937,-1.510705,2
426,1.258124,-1.491754,2
427,-2.203535,-0.245257,2
428,-1.062651,-1.766871,2
429,2.273137,-0.06969,2
430,0.76735,-2.06149,2
431,0.454008,-2.240766,2
432,2.01409,-0.545492,2
433,0.853952,-2.081469,2
434,-0.412128,-1.988414,2
435,-1.982086,-0.295465,2
436,0.251624,-2.228678,2
437,-1.005143,-1.861135,2
438,0.808248,-2.180135,2
439,0.084809,-2.163809,2
440,0.873401,-2.114756,2
441,-0.783665,-1.826857,2
442,1.886334,-0.148327,2
443,-0.84779,-1.745891,2
444,-2.227161,-0.620868,2
445,1.580886,-1.348279,2
446,-1.245778,-1.789288,2
447,0.538733,-2.048663,2
448,-0.028736,-2.136206,2
449,-1.16985,-1.9121,2
450,0.012824,-1.89715,2
451,1.432092,-1.743293,2
452,-0.36022,-2.176449,2
453,-1.519338,-1.038005,2
454,0.666706,-2.032796,2
455,1.69728,-0.768671,2
456,-1.317791,-1.798844,2
457,1.191084,-1.735779,2
458,1.675578,-1.147226,2
459,1.394261,-1.429837,2
460,1.581724,-1.592606,2
461,-0.80061,-1.909636,2
462,-0.803906,-2.107343,2
463,1.580655,-1.772092,2
464,-1.362382,-1.867553,2
465,1.712559,-0.743865,2
466,0.060807,-2.258161,2
467,1.534301,-1.151734,2
468,-0.182356,-1.841669,2
469,-0.861933,-2.189818,2
470,1.85098,-0.554623,2
471,2.069769,-0.021183,2
472,1.584197,-1.524137,2
473,-2.02534,-0.819806,2
474,1.677493,-1.045258,2
475,2.115122,-1.114943,2
476,1.704441,-1.629846,2
477,1.895507,-0.583018,2
478,-0.629899,-2.227671,2
479,0.821626,-1.859087,2
480,0.879545,-2.046069,2
481,1.95133,-0.722472,2
482,2.060756,-0.66492,2
483,-0.7536,-2.240861,2
484,-0.172914,-2.248656,2
485,1.085948,-1.495359,2
486,0.894509,-2.164669,2
487,2.203555,-0.282061,2
488,1.234779,-1.412033,2
489,1.565381,-1.351032,2
490,-0.874604,-1.794564,2
491,0.03018,-2.040517,2
492,-1.618401,-1.478813,2
493,1.431567,-1.858018,2
494,1.554584,-1.140328,2
495,0.806906,-1.808066,2
496,-0.034642,-2.164883,2
497,0.636203,-2.064201,2
498,1.861587,-0.594415,2
499,1.226194,-1.652375,2
500,0.485991,-2.131435,2
501,-1.081605,-1.473074,2
502,1.518851,-1.131193,2
503,-0.640921,-2.218625,2
504,-2.177572,-0.411268,2
505,-0.578641,-2.040479,2
506,2.027761,-0.930926,2
507,1.828632,-1.550251,2
508,-1.770522,-1.470543,2
509,-1.793794,-0.826823,2
510,-1.194226,-1.730276,2
511,0.138415,-2.014583,2
512,-1.018006,-1.60783,2
513,1.992254,-1.103715,2
514,1.885678,-0.78645,2
515,-0.108757,-2.08124,2
516,1.944495,-0.129123,2
517,-1.369905,-1.197773,2
518,-0.945017,-1.715927,2
519,-1.838488,-0.240263,2
520,1.909413,-0.643364,2
521,-0.694373,-1.76089,2
522,-1.922263,-0.164429,2
523,-1.274484,-1.604231,2
524,-0.239841,-2.015189,2
525,-1.602298,-0.803416,2
526,-1.918468,-0.527871,2
527,-1.864927,-0.549081,2
528,-0.831973,-1.923386,2
529,1.75275,-1.081931,2
530,0.3141,-1.996238,2
531,0.947228,-1.953192,2
532,1.966991,-0.344689,2
533,0.510549,-2.169402,2
534,0.078557,-2.091634,2
535,-1.852589,-1.40934,2
536,-1.928513,-0.716584,2
537,2.003887,-0.591358,2
538,-1.674425,-0.985891,2
539,1.936729,-0.277914,2
540,-1.858247,-0.284097,2
541,-1.295236,-1.901573,2
542,-1.268167,-1.688926,2
543,-1.898354,-0.26108,2
544,2.321885,-0.033441,2
545,1.283527,-2.004942,2
546,-1.824814,-1.168815,2
547,-1.533917,-1.726094,2
548,-0.35435,-2.114695,2
549,-1.48259,-1.220657,2
550,-0.423849,-2.25768,2
551,-2.114039,-0.47963,2
552,-0.495636,-2.057389,2
553,-1.00931,-1.969668,2
554,-1.799449,-0.873785,2
555,1.807679,-1.49563,2
556,1.738496,-1.42912,2
557,0.94913,-1.91489,2
558,2.050023,-0.272991,2
559,-0.562329,-2.278901,2
560,0.391871,-2.008048,2
561,1.796665,-0.760862,2
562,-2.013395,-0.035771,2
563,-1.834843,-0.562819,2
564,1.153061,-1.957217,2
565,0.888949,-2.211017,2
566,-1.822125,-1.106774,2
567,-1.141816,-1.826008,2
568,1.53032,-1.414385,2
569,-0.809002,-1.77057,2
570,-1.554886,-1.492087,2
571,-1.702307,-1.453143,2
572,-2.124616,-0.955515,2
573,1.965081,-0.758701,2
574,-1.956048,-1.052726,2
575,-1.751582,-0.761014,2
576,0.163691,-1.929002,2
577,2.137718,-0.937655,2
578,0.363001,-2.312532,2
579,2.031417,-0.381147,2
580,-0.419432,-2.225754,2
581,1.29065,-1.410528,2
582,-1.771132,-0.800123,2
583,1.978412,-0.078655,2
584,2.293298,-0.463192,2
585,2.011871,-0.152295,2
586,-1.642769,-0.862217,2
587,-1.796492,-0.996227,2
588,2.041803,-1.108456,2
589,-1.924379,-1.281212,2
590,-1.13815,-1.46021,2
591,-0.895158,-1.874727,2
592,0.207112,-2.166969,2
593,-1.839245,-0.817472,2
594,1.58161,-1.649888,2
595,1.926648,-1.058277,2
596,-1.815723,-0.407104,2
597,1.73104,-1.525931,2
598,-1.699573,-1.162835,2
599,-2.231334,-0.279334,2
600,-1.416775,-1.327647,2
601,-1.41139,-1.619857,2
602,1.941862,-0.660002,2
603,1.632807,-1.347463,2
604,1.998085,-0.543147,2
605,2.210479,-0.259806,2
606,1.299389,-1.513106,2
607,-2.077536,-0.267688,2
608,-2.042766,-0.079501,2
609,1.624225,-0.958483,2
610,-0.535948,-1.813753,2
611,0.595705,-2.034044,2
612,0.191001,-2.162469,2
613,-1.511514,-1.230184,2
614,0.892339,-1.935102,2
615,-1.853896,-0.530087,2
616,1.331628,-1.582201,2
617,-1.973535,-1.251677,2
618,1.156048,-1.447184,2
619,-1.999438,-1.21885,2
620,-0.786289,-2.219501,2
621,0.346938,-2.09611,2
622,1.663436,-1.562979,2
623,-0.25454,-1.957426,2
624,-0.812612,-1.652226,2
625,2.010874,-0.617865,2
626,-0.148845,-2.015032,2
627,-0.294834,-2.303901,2
628,-2.255755,-0.04474,2
629,1.084412,-1.856139,2
630,-1.510855,-1.624829,2
631,-1.806732,-0.045907,2
632,2.200726,-0.645805,2
633,-0.624111,-2.013159,2
634,-0.040762,-2.150074,2
635,1.567476,-1.110325,2
636,-1.851076,-0.094172,2
637,1.916628,-0.36879,2
638,1.542769,-1.245692,2
639,-0.401268,-2.12314,2
640,-1.432156,-1.118179,2
641,2.132064,-0.692956,2
642,-0.101661,-2.298962,2
643,-2.000319,-0.921251,2
644,1.041938,-1.574227,2
645,1.247358,-1.439333,2
646,1.573069,-1.050955,2
647,1.544035,-1.664531,2
648,2.212826,-0.823096,2
649,1.770873,-1.270964,2
650,1.850493,-0.572643,2
651,0.454886,-1.961559,2
652,1.609241,-1.031372,2
653,1.5331,-1.777308,2
654,1.37512,-1.389095,2
655,2.271857,-0.680486,2
656,-0.353805,-1.968343,2
657,-0.402282,-1.812958,2
658,1.338233,-1.720374,2
659,0.599071,-2.154696,2
660,-1.853305,-0.285792,2
661,0.320859,-1.850844,2
662,1.899784,-0.814262,2
663,0.267961,-2.094705,2
664,0.686276,-2.186386,2
665,1.800037,-1.471541,2
666,1.224583,-1.717514,2
667,-2.075841,-0.964019,2
668,2.009437,-0.433403,2
669,-0.552678,-1.870989,2
670,1.187871,-1.414547,2
671,2.196939,-0.590636,2
672,-0.474569,-1.882277,2
673,2.066652,-0.223613,2
674,-2.283947,-0.13854,2
675,0.09763,-1.823814,2
676,1.282003,-1.515698,2
677,-2.211916,-0.302601,2
678,1.543496,-1.829317,2
679,-1.951014,-1.154848,2
680,0.647434,-1.75744,2
681,-1.816562,-0.204629,2
682,2.080524,-0.579434,2
683,-1.310082,-1.84396,2
684,-0.987017,-1.829705,2
685,-1.770832,-0.658887,2
686,-2.169527,-0.089284,2
687,1.896492,-1.319152,2
688,-2.280107,-0.092884,2
689,1.128399,-1.577336,2
690,-2.194966,-0.134284,2
691,1.435054,-1.351009,2
692,-1.943672,-1.213175,2
693,1.414845,-1.925956,2
694,0.362546,-1.897722,2
695,1.946824,-0.856687,2
696,0.204162,-2.167546,2
697,1.764561,-1.276048,2
698,-2.034549,-0.661591,2
699,2.021623,-0.315808,2
700,-2.113787,-0.361855,2
701,-1.602933,-1.31976,2
702,-1.680883,-1.206002,2
703,-1.21642,-1.520163,2
704,-2.054733,-0.596349,2
705,0.488604,-2.081075,2
706,2.171931,-0.397544,2
707,0.58851,-2.135644,2
708,2.095404,-0.834041,2
709,1.857619,-0.404175,2
710,2.059924,-1.206218,2
711,-1.980972,-1.191368,2
712,-0.332758,-1.899709,2
713,1.691869,-1.624327,2
714,0.460464,-1.869034,2
715,-1.76424,-0.47025,2
716,1.801119,-0.47417,2
717,0.999815,-2.028851,2
718,-1.647005,-1.314143,2
719,0.12989,-2.072561,2
720,1.157678,-1.809962,2
721,-1.794228,-0.201094,2
722,-1.500265,-1.715751,2
723,0.460471,-2.326785,2
724,0.174849,-1.849353,2
725,-0.924216,-1.773252,2
726,0.061618,-1.842466,2
727,1.050002,-1.534627,2
728,-0.509959,-2.182583,2
729,-1.90798,-0.350194,2
730,0.665078,-2.059436,2
731,2.273954,-0.532991,2
732,-1.846991,-0.437591,2
733,-2.109243,-0.237226,2
734,1.551183,-1.144141,2
735,-1.510836,-1.239265,2
736,1.527138,-1.453529,2
737,0.17667,-2.298036,2
738,0.079772,-2.170927,2
739,-1.675477,-1.391447,2
740,-1.623162,-1.215099,2
741,0.180534,-1.996024,2
742,-1.156079,-2.044966,2
743,-0.465428,-1.901906,2
744,-1.935958,-0.64312,2
745,1.020776,-2.007996,2
746,-1.557629,-0.942325,2
747,1.804805,-0.521106,2
748,-0.976708,-2.03496,2
749,0.360661,-1.867176,2
750,-1.433196,-1.206096,2
751,-1.834257,-0.694833,2
752,2.144649,-0.431363,2
753,-0.941686,-1.75684,2
754,2.178224,-0.586544,2
755,-1.062881,-1.662994,2
756,2.29755,-0.723473,2
757,-2.248044,-0.488783,2
758,0.359776,-2.159283,2
759,1.174106,-1.591768,2
760,0.736896,-1.966343,2
761,-1.209225,-1.343626,2
762,1.041484,-1.859917,2
763,2.187398,-0.058386,2
764,2.039782,-0.367688,2
765,1.059077,-2.059781,2
766,0.425681,-2.29083,2
767,1.386259,-1.392268,2
768,0.098136,-2.145934,2
769,0.612571,-2.086014,2
770,-0.974248,-2.10224,2
771,1.198824,-1.731179,2
772,-0.697292,-1.835142,2
773,0.607808,-1.859146,2
774,2.35834,-0.198862,2
775,-1.917408,-1.206751,2
776,2.246976,-0.423657,2
777,-0.851805,-1.945003,2
778,2.061665,-0.063021,2
779,0.828662,-1.995545,2
780,1.627709,-1.617597,2
781,-2.300459,-0.029711,2
782,0.513842,-2.151698,2
783,-1.546609,-1.121423,2
784,-2.185774,-0.32322,2
785,-2.134847,-0.237457,2
786,2.232626,-0.502017,2
787,-0.441734,-1.779793,2
788,-0.925402,-1.566519,2
789,1.857467,-0.442907,2
790,1.798381,-0.645306,2
791,1.392455,-1.786003,2
792,1.919666,-1.419258,2
793,1.289269,-1.413463,2
794,-0.185369,-2.360914,2
795,-0.337558,-2.142124,2
796,-0.718866,-1.885305,2
797,-1.651765,-0.751443,2
798,0.983161,-1.72407,2
799,2.005051,-0.535208,2
800,-1.454964,5.142118,3
801,-1.057988,-5.410215,3
802,4.307847,1.268187,3
803,3.1095,-2.005986,3
804,3.993878,0.824427,3
805,-0.614424,3.765698,3
806,-3.649076,-2.347055,3
807,3.763647,0.992905,3
808,4.224283,-0.59997,3
809,-4.015337,-0.278058,3
810,-1.514353,-3.334022,3
811,-1.807919,2.899983,3
812,2.144544,-4.322139,3
813,-3.772723,-1.604135,3
814,1.670984,-3.482231,3
815,-2.0577,3.75302,3
816,-0.157593,-5.023431,3
817,4.39268,0.511083,3
818,4.340898,-0.940292,3
819,-1.945673,-4.473274,3
820,3.89048,-0.691393,3
821,2.482026,3.651568,3
822,1.64516,4.130759,3
823,3.103933,3.460524,3
824,4.135757,-3.182908,3
825,3.678162,0.84106,3
826,1.359533,-4.749443,3
827,-2.447674,-3.431486,3
828,-2.487134,2.682149,3
829,-3.482033,3.37677,3
830,3.515435,2.013046,3
831,-3.827125,-3.868041,3
832,-3.156754,-2.668298,3
833,-0.398425,-4.603268,3
834,1.124422,4.926524,3
835,-2.158504,-3.315526,3
836,-1.493861,4.731661,3
837,3.3572,1.512401,3
838,-1.028914,-5.374847,3
839,2.502521,-2.765907,3
840,5.2247,0.122577,3
841,4.208534,-2.992444,3
842,3.234548,4.254206,3
843,-4.621843,-0.818729,3
844,5.240637,-1.812255,3
845,1.032722,-3.927379,3
846,4.246743,-1.359394,3
847,0.723341,3.644411,3
848,0.342731,3.379204,3
849,4.090943,-3.536839,3
850,1.761767,-4.811668,3
851,-3.984736,-0.129234,3
852,-4.633099,0.510229,3
853,2.4643,3.08406,3
854,-0.746093,5.554849,3
855,2.980517,3.458137,3
856,5.305989,1.280254,3
857,2.151635,2.930364,3
858,3.404736,4.448072,3
859,-5.525762,0.203072,3
860,3.045358,-4.411187,3
861,2.297611,4.518647,3
862,-1.827659,3.558264,3
863,0.621217,4.008708,3
864,2.114488,-5.191535,3
865,5.129406,-1.12811,3
866,0.521905,4.607341,3
867,0.697677,4.996593,3
868,0.716482,4.892395,3
869,0.08838,-4.701551,3
870,5.178028,-0.099189,3
871,0.608955,-4.789736,3
872,-3.928413,0.607126,3
873,0.693944,4.924843,3
874,1.136491,-3.429504,3
875,0.399542,-3.734183,3
876,-5.116546,0.523269,3
877,-4.395169,-2.406914,3
878,3.341635,-0.861689,3
879,4.298648,-0.519804,3
880,-2.533035,3.574784,3
881,-3.470378,-3.727446,3
882,0.636524,-3.518375,3
883,-1.522415,-4.995999,3
884,2.989922,-3.406694,3
885,-1.048461,-4.540681,3
886,3.897135,3.313877,3
887,-0.649525,3.987922,3
888,4.264501,-3.253347,3
889,-0.012066,-4.172751,3
890,3.435851,2.473377,3
891,-4.178479,2.514811,3
892,3.814151,2.124075,3
893,0.157232,-5.246528,3
894,3.315307,-2.271017,3
895,3.223892,-1.498989,3
896,3.788325,2.061579,3
897,-1.573978,-5.124441,3
898,5.11237,1.085175,3
899,3.666461,2.492377,3
900,-2.748547,-1.97436,3
901,3.647793,-1.214075,3
902,-3.342702,-3.932749,3
903,-3.158986,4.306411,3
904,3.455762,2.399342,3
905,1.248025,5.441773,3
906,-0.230799,4.906768,3
907,1.568444,3.868798,3
908,-3.939905,2.88957,3
909,2.219289,-4.51779,3
910,4.097978,-3.082607,3
911,-4.166587,3.197442,3
912,-3.084609,1.878269,3
913,2.059718,-4.018763,3
914,-0.005392,-3.941409,3
915,-2.099765,3.411461,3
