,x1,x2,Class
943,-1.856122,-3.286803,3
617,-1.973535,-1.251677,2
776,2.246976,-0.423657,2
822,1.64516,4.130759,3
96,0.89195,-0.375584,1
854,-0.746093,5.554849,3
587,-1.796492,-0.996227,2
301,-1.688208,-1.626058,2
257,-0.25029,-1.089732,1
1122,-3.067194,4.650112,3
1788,4.478385,-1.140949,3
3,-1.129312,-0.387884,1
1428,-3.468545,-1.949603,3
253,-0.902581,0.526362,1
1255,-3.649315,1.143007,3
1640,2.331587,-3.788676,3
1489,-3.953702,-3.902078,3
972,-1.652557,3.980771,3
294,-0.196396,0.190611,1
1790,3.492658,2.747596,3
1613,-1.625931,4.049728,3
292,-0.68967,-0.890756,1
273,0.858783,-0.73681,1
958,-3.37885,-3.943839,3
1509,-0.898958,-3.425692,3
323,-1.735145,-0.819554,2
148,0.482623,-0.336172,1
19,0.436795,0.104234,1
26,0.85725,-0.671118,1
618,1.156048,-1.447184,2
343,-0.00932,-1.903803,2
917,-2.02514,4.889679,3
1438,-1.719519,4.889522,3
1144,-5.350883,1.490056,3
308,2.224437,-0.020144,2
1589,2.152465,5.113561,3
1500,-4.102453,-1.296362,3
1338,-2.566981,-4.937404,3
1345,-3.309407,1.324019,3
1441,-1.888174,3.872652,3
408,1.871422,-0.556618,2
935,-2.686153,2.236018,3
828,-2.487134,2.682149,3
139,-0.080067,0.950909,1
679,-1.951014,-1.154848,2
562,-2.013395,-0.035771,2
163,-0.257851,0.980145,1
203,-0.861543,0.65521,1
1435,1.300131,-3.870984,3
1701,-2.300039,-2.650069,3
1466,-1.279427,5.275224,3
1479,2.494422,4.736518,3
984,-5.011148,-1.801173,3
1558,-3.105708,3.74438,3
228,0.607919,-0.531311,1
1033,4.433091,2.833937,3
237,-0.420884,-0.611109,1
782,0.513842,-2.151698,2
793,1.289269,-1.413463,2
1107,-3.191922,-4.575779,3
1264,-4.249007,-2.368192,3
38,-1.022122,-0.395484,1
1289,4.15301,1.595278,3
419,0.667118,-2.112576,2
221,0.297707,-1.111281,1
99,0.729517,-0.806659,1
1725,-5.239148,1.202734,3
1278,-1.090629,5.030695,3
115,-0.880193,0.256176,1
517,-1.369905,-1.197773,2
1239,-3.648993,1.555004,3
17,-0.167861,-0.48382,1
1670,-1.286268,-5.412623,3
98,-0.95678,0.341734,1
925,-4.766063,-0.734636,3
1643,1.900378,-3.329488,3
289,-0.926086,-0.591281,1
154,-0.668529,-0.832356,1
1480,3.821202,3.55987,3
1203,4.500144,1.500392,3
1405,-2.068673,3.272114,3
1078,-0.843293,-4.944807,3
1473,2.366001,-3.072852,3
693,1.414845,-1.925956,2
737,0.17667,-2.298036,2
1420,-4.353031,1.661308,3
1388,-0.047384,3.648047,3
1131,-3.42177,-4.440338,3
171,-0.416361,-0.382198,1
1001,0.245817,4.261828,3
585,2.011871,-0.152295,2
948,5.444795,-0.590675,3
1195,1.94497,-4.204865,3
798,0.983161,-1.72407,2
543,-1.898354,-0.26108,2
485,1.085948,-1.495359,2
141,-0.6603,-0.147151,1
74,-0.143215,1.073138,1
1730,2.947198,-1.696422,3
231,-0.298213,-0.824835,1
355,-1.81945,-0.881615,2
1488,2.771617,-2.129209,3
1523,-2.583726,2.589733,3
1153,-3.225395,2.806328,3
538,-1.674425,-0.985891,2
409,2.179993,-0.749969,2
1595,3.775466,0.950288,3
561,1.796665,-0.760862,2
347,0.224837,-2.171974,2
655,2.271857,-0.680486,2
1686,3.626302,-3.118579,3
957,1.098441,3.451823,3
1627,4.593416,1.920831,3
927,-2.821138,-2.755924,3
1573,4.9422,2.351899,3
607,-2.077536,-0.267688,2
1328,1.236389,-4.400227,3
470,1.85098,-0.554623,2
1702,1.194846,4.215315,3
469,-0.861933,-2.189818,2
1633,1.078505,-3.686267,3
30,-0.034135,-0.018311,1
1511,3.303919,2.134652,3
1784,4.909242,0.22769,3
1545,-0.224001,-4.764574,3
1217,-0.95114,-3.564689,3
1720,2.769968,4.212668,3
1337,1.667523,4.759022,3
110,0.112895,0.231929,1
210,-0.317454,-0.440472,1
1348,4.717833,-1.60885,3
1756,4.890731,-0.438811,3
680,0.647434,-1.75744,2
1330,2.607768,-2.374111,3
247,0.247657,0.847072,1
552,-0.495636,-2.057389,2
1783,2.860379,-2.081015,3
416,-2.318751,-0.102404,2
1076,-0.355724,5.592032,3
402,0.483282,-2.068216,2
1758,-2.871875,-2.429019,3
784,-2.185774,-0.32322,2
1675,-1.17995,-4.131308,3
142,-0.233516,-1.110734,1
331,-1.014297,-1.986404,2
1157,-4.153194,1.629293,3
1648,-2.020831,-4.041566,3
550,-0.423849,-2.25768,2
370,-1.863058,-1.366634,2
263,0.7492,-0.726525,1
244,0.135863,0.949339,1
892,3.814151,2.124075,3
1199,2.707951,-4.077724,3
83,-0.53908,-0.729739,1
1241,-2.862188,-2.230358,3
1596,4.614284,-2.779215,3
70,-0.518883,-0.343309,1
1766,2.781927,4.229237,3
1139,-2.166564,-4.388448,3
191,0.492618,-0.717171,1
909,2.219289,-4.51779,3
756,2.29755,-0.723473,2
183,-0.906873,-0.505712,1
1329,1.168647,-4.187161,3
1032,-1.732222,-4.027627,3
461,-0.80061,-1.909636,2
590,-1.13815,-1.46021,2
422,-2.258136,-0.576793,2
609,1.624225,-0.958483,2
1655,-0.229356,-5.190109,3
516,1.944495,-0.129123,2
588,2.041803,-1.108456,2
1735,3.618416,-2.643894,3
1696,-5.085785,1.948026,3
111,0.697558,0.687522,1
468,-0.182356,-1.841669,2
1174,2.440383,2.349213,3
729,-1.90798,-0.350194,2
1312,4.374726,-0.440929,3
592,0.207112,-2.166969,2
656,-0.353805,-1.968343,2
94,0.363268,-1.053361,1
424,-2.021331,-0.682401,2
97,-0.082752,0.142115,1
1138,3.658062,4.177296,3
2,-0.974757,0.263573,1
1591,-4.245231,-2.691004,3
851,-3.984736,-0.129234,3
1778,-0.804389,4.261286,3
767,1.386259,-1.392268,2
1799,-4.781256,-0.034948,3
1196,-1.588193,-3.73248,3
1366,-4.182221,2.800268,3
1386,-1.491851,-4.410364,3
1326,1.538166,5.003578,3
596,-1.815723,-0.407104,2
533,0.510549,-2.169402,2
490,-0.874604,-1.794564,2
1668,4.603292,1.566751,3
1417,4.717977,-2.812993,3
80,0.301934,-0.229059,1
829,-3.482033,3.37677,3
1543,3.379459,3.33571,3
999,4.174728,0.063557,3
732,-1.846991,-0.437591,2
481,1.95133,-0.722472,2
867,0.697677,4.996593,3
1103,0.923365,-3.517343,3
1458,-5.100256,-0.98896,3
1277,-2.04145,-4.570255,3
251,0.274994,-0.951917,1
314,-0.78283,-1.907111,2
1212,-3.503704,-3.965701,3
881,-3.470378,-3.727446,3
1626,-0.395193,4.349542,3
848,0.342731,3.379204,3
492,-1.618401,-1.478813,2
1474,-4.18318,-2.992174,3
90,0.74211,-0.629121,1
283,-0.019141,0.36533,1
69,0.093949,0.874907,1
531,0.947228,-1.953192,2
540,-1.858247,-0.284097,2
396,0.284883,-1.999447,2
560,0.391871,-2.008048,2
1249,2.083325,3.877831,3
1532,2.07338,3.143479,3
1167,-2.777919,3.160164,3
995,-4.904933,1.642851,3
1276,-4.607251,1.195534,3
751,-1.834257,-0.694833,2
280,-1.080905,0.169522,1
1483,1.665073,3.960908,3
622,1.663436,-1.562979,2
1359,3.701043,1.473998,3
126,-0.826399,0.641861,1
1544,-0.838313,4.01958,3
724,0.174849,-1.849353,2
384,1.115026,-1.939207,2
667,-2.075841,-0.964019,2
497,0.636203,-2.064201,2
940,1.571626,-4.224458,3
1761,0.350037,4.443343,3
875,0.399542,-3.734183,3
668,2.009437,-0.433403,2
884,2.989922,-3.406694,3
333,-2.146442,-0.070458,2
394,-0.686301,-1.81448,2
1012,0.328262,4.859914,3
1653,5.201503,-1.017014,3
484,-0.172914,-2.248656,2
1571,1.863966,3.207217,3
190,-0.074849,-0.578847,1
1578,4.094966,1.849963,3
843,-4.621843,-0.818729,3
1079,-3.426324,3.247354,3
357,1.253374,-1.511828,2
923,4.626334,2.646779,3
885,-1.048461,-4.540681,3
789,1.857467,-0.442907,2
1301,-3.535581,-2.84366,3
1546,-5.461663,0.573866,3
1632,2.599721,2.859771,3
582,-1.771132,-0.800123,2
773,0.607808,-1.859146,2
673,2.066652,-0.223613,2
214,0.81627,-0.300832,1
164,1.161128,0.273347,1
889,-0.012066,-4.172751,3
287,-0.949147,-0.568033,1
1356,1.851933,-3.106927,3
1722,0.712292,-3.81778,3
103,0.31869,0.990968,1
1681,-2.887544,4.171154,3
1538,3.765623,-2.900237,3
569,-0.809002,-1.77057,2
1104,-1.20009,3.989032,3
293,-0.543713,0.187683,1
369,0.46368,-1.900488,2
1412,2.9565,-4.687195,3
1710,5.134702,-1.727032,3
1727,0.809246,-4.78584,3
670,1.187871,-1.414547,2
1105,5.073377,1.807356,3
711,-1.980972,-1.191368,2
1630,4.263687,3.462,3
953,-3.786416,0.44997,3
1775,0.251334,-3.569197,3
761,-1.209225,-1.343626,2
781,-2.300459,-0.029711,2
1716,-0.846457,5.099076,3
653,1.5331,-1.777308,2
1224,2.996061,2.344472,3
54,0.703687,0.526678,1
1088,-0.873001,-4.689061,3
993,0.915377,-3.590932,3
1719,4.307091,-3.475533,3
961,0.527584,-4.931275,3
281,0.563313,0.99447,1
1179,5.184942,-0.831397,3
624,-0.812612,-1.652226,2
797,-1.651765,-0.751443,2
446,-1.245778,-1.789288,2
205,0.094998,0.267867,1
977,-4.130225,-0.517695,3
179,0.974274,0.592344,1
1477,-1.78872,-4.022329,3
770,-0.974248,-2.10224,2
1173,-2.567402,-3.00276,3
1378,4.520942,3.144065,3
1364,4.236031,2.008291,3
1415,-5.251745,0.123268,3
1682,-1.961959,4.792254,3
175,0.919932,0.060552,1
1134,1.435196,-3.861487,3
1689,-4.212485,0.387796,3
1677,3.723507,0.746098,3
51,0.455174,-0.518463,1
166,0.522778,0.40158,1
368,1.254273,-2.009763,2
1207,-4.063985,-1.515082,3
114,-0.760357,0.297018,1
1000,0.539058,3.417818,3
692,-1.943672,-1.213175,2
121,-0.944801,0.364802,1
700,-2.113787,-0.361855,2
13,0.321086,0.870754,1
306,-1.572628,-1.720889,2
643,-2.000319,-0.921251,2
84,0.004133,1.113172,1
994,-3.70595,-1.913194,3
1355,-5.022475,-0.192931,3
1562,4.016275,-2.4026,3
1184,-3.846243,2.27059,3
1112,2.052916,-2.884006,3
1635,4.314533,-2.544657,3
1607,0.547634,5.21207,3
824,4.135757,-3.182908,3
654,1.37512,-1.389095,2
1339,-4.58892,-3.058029,3
1666,-2.524437,4.709845,3
1424,0.979133,3.46089,3
795,-0.337558,-2.142124,2
112,0.78721,0.327726,1
1427,2.911138,1.70704,3
1597,0.942621,3.742502,3
772,-0.697292,-1.835142,2
989,-0.189141,-5.240798,3
450,0.012824,-1.89715,2
1472,1.89237,-4.573313,3
694,0.362546,-1.897722,2
1419,1.410045,-4.140252,3
361,-1.366699,-1.873652,2
640,-1.432156,-1.118179,2
1065,-0.672801,3.887982,3
720,1.157678,-1.809962,2
825,3.678162,0.84106,3
310,0.605703,-1.933373,2
1227,-2.632711,-3.33364,3
66,-0.133434,0.043841,1
1487,-2.804223,2.421873,3
1307,-4.107545,1.276032,3
1484,-4.980404,-2.025612,3
360,0.338447,-2.014786,2
1318,2.130239,-4.843592,3
748,-0.976708,-2.03496,2
1109,1.144661,-4.09429,3
1091,-2.373395,-3.693579,3
1769,-4.751917,-2.566841,3
708,2.095404,-0.834041,2
1797,-0.524097,3.659981,3
1041,-0.181373,4.871429,3
411,-0.689106,-2.044217,2
1461,-3.557119,1.656269,3
371,1.857871,-0.472621,2
219,0.428564,0.139253,1
208,0.035093,-0.192279,1
1490,2.581042,-4.796687,3
1156,-0.068572,-4.039725,3
249,0.357841,0.27876,1
1384,-2.429444,-4.10713,3
423,-1.309923,-1.692415,2
1096,5.248001,-1.511341,3
1717,-3.5192,3.23082,3
676,1.282003,-1.515698,2
1738,-4.310287,2.540813,3
127,-0.261191,1.089947,1
1003,-2.070978,4.088372,3
1269,0.066373,-3.560367,3
473,-2.02534,-0.819806,2
1274,-5.331415,1.171441,3
327,-1.249234,-1.997357,2
644,1.041938,-1.574227,2
658,1.338233,-1.720374,2
1475,-1.278279,4.721933,3
584,2.293298,-0.463192,2
1160,-2.308069,-3.622083,3
779,0.828662,-1.995545,2
137,-0.174417,-1.095933,1
1282,0.208922,3.415202,3
1062,0.769394,4.466959,3
1180,-2.758592,3.904269,3
1360,2.505241,3.436133,3
664,0.686276,-2.186386,2
1760,5.018392,-1.430443,3
1209,5.228851,-0.899015,3
199,0.184315,-0.520138,1
442,1.886334,-0.148327,2
1714,0.799776,4.838304,3
799,2.005051,-0.535208,2
639,-0.401268,-2.12314,2
878,3.341635,-0.861689,3
1563,-1.942814,-5.145016,3
1146,1.909194,4.472682,3
1798,-3.563939,-4.183029,3
1094,-3.7348,0.392571,3
1039,1.335295,3.098824,3
67,0.589138,-0.572047,1
574,-1.956048,-1.052726,2
472,1.584197,-1.524137,2
1469,-3.834167,-3.658838,3
630,-1.510855,-1.624829,2
1521,-1.946991,-3.482474,3
1068,-2.843862,4.608714,3
1295,1.501477,3.783281,3
85,-0.368599,1.034293,1
690,-2.194966,-0.134284,2
311,-0.053677,-2.333044,2
1056,-0.193213,-5.433493,3
1712,2.401183,-4.985408,3
58,0.206158,-0.064831,1
1031,-0.538123,4.573395,3
547,-1.533917,-1.726094,2
406,-0.267692,-2.300595,2
1734,-1.349143,3.136826,3
842,3.234548,4.254206,3
1060,1.577394,5.153633,3
1063,-2.624349,-4.108419,3
389,-0.811328,-2.009621,2
1141,1.570034,3.13132,3
1236,4.193544,0.143132,3
22,0.622312,0.284414,1
1140,0.077212,4.81514,3
861,2.297611,4.518647,3
117,-0.039233,-0.24181,1
1232,3.031942,3.251868,3
1327,-2.501125,4.083161,3
1349,2.897281,-3.07895,3
1219,0.231804,5.223485,3
1411,5.185274,-0.546846,3
1732,-2.441128,-2.506951,3
1451,-3.55289,-0.399854,3
1177,-4.291402,0.500606,3
24,0.620563,0.22835,1
1774,-1.340613,-4.990295,3
1259,-2.635575,3.17586,3
811,-1.807919,2.899983,3
904,3.455762,2.399342,3
286,-0.728195,0.549763,1
28,-0.550574,-0.610252,1
716,1.801119,-0.47417,2
255,0.808961,-0.716644,1
508,-1.770522,-1.470543,2
264,-0.085723,-1.02525,1
1164,2.473424,-3.131485,3
541,-1.295236,-1.901573,2
932,4.541931,-2.477303,3
1101,2.148231,-4.429352,3
895,3.223892,-1.498989,3
753,-0.941686,-1.75684,2
1152,-0.934098,3.362504,3
455,1.69728,-0.768671,2
10,0.942539,-0.065533,1
939,-3.883234,3.955596,3
478,-0.629899,-2.227671,2
226,0.738974,0.582708,1
197,0.904168,-0.568344,1
1108,3.474235,2.538598,3
1218,5.143568,2.060215,3
1463,3.600317,-2.081112,3
1639,-4.723727,2.05593,3
1125,-1.183762,-3.888476,3
498,1.861587,-0.594415,2
697,1.764561,-1.276048,2
1625,3.524209,-0.587325,3
1588,0.238806,-3.64742,3
901,3.647793,-1.214075,3
212,0.107715,0.942676,1
832,-3.156754,-2.668298,3
57,-0.493889,0.336316,1
305,1.957612,-0.453224,2
1368,0.672765,-5.548362,3
937,4.47711,-3.340618,3
9,-0.475795,0.703921,1
985,-3.538414,3.809207,3
1011,3.438181,0.571926,3
1694,-3.780262,-3.430972,3
44,1.080483,-0.306667,1
1285,2.962954,3.793736,3
879,4.298648,-0.519804,3
1358,2.55316,-4.622537,3
1583,-4.51609,-2.104177,3
390,2.010941,-0.226898,2
755,-1.062881,-1.662994,2
365,2.151861,-1.005499,2
763,2.187398,-0.058386,2
1692,5.100218,-0.906178,3
833,-0.398425,-4.603268,3
1019,-3.240823,1.758011,3
42,-0.580772,-0.17694,1
1772,0.345847,4.101422,3
495,0.806906,-1.808066,2
1501,1.036518,4.253865,3
568,1.53032,-1.414385,2
1286,-2.632231,-2.538955,3
1600,3.167357,-3.138092,3
33,0.222787,-0.414236,1
252,-0.987116,-0.594588,1
510,-1.194226,-1.730276,2
1688,2.647271,3.50887,3
241,0.923198,-0.63082,1
1494,5.373898,-0.598391,3
905,1.248025,5.441773,3
240,-0.157563,-0.657674,1
1520,-2.210245,3.922276,3
648,2.212826,-0.823096,2
815,-2.0577,3.75302,3
1517,-0.7014,-4.446432,3
1455,-4.223987,1.64249,3
1204,-3.301671,-3.454267,3
830,3.515435,2.013046,3
805,-0.614424,3.765698,3
659,0.599071,-2.154696,2
1535,1.37852,-3.62719,3
1243,1.798563,-4.542623,3
1170,2.757552,4.331152,3
723,0.460471,-2.326785,2
1172,0.479069,3.63688,3
1465,1.928613,-4.598898,3
334,2.226491,-0.264035,2
608,-2.042766,-0.079501,2
522,-1.922263,-0.164429,2
821,2.482026,3.651568,3
702,-1.680883,-1.206002,2
1116,-5.264599,-1.071051,3
698,-2.034549,-0.661591,2
1100,0.471891,4.961109,3
336,1.941272,-0.938384,2
1323,0.942865,-4.271984,3
437,-1.005143,-1.861135,2
930,-2.352155,-2.857935,3
1216,-4.270818,0.04495,3
1052,-2.098295,4.952257,3
1592,-3.564482,-1.400092,3
783,-1.546609,-1.121423,2
921,0.886786,4.378302,3
1002,-1.769832,-3.65638,3
392,-1.877176,-0.766306,2
891,-4.178479,2.514811,3
990,-4.402745,3.098306,3
813,-3.772723,-1.604135,3
105,0.817179,0.854101,1
1505,-2.913906,3.559766,3
159,-0.939354,0.654076,1
1537,4.176226,2.306042,3
266,0.228829,0.80683,1
1147,0.290375,3.373218,3
1008,-0.314584,-3.536296,3
785,-2.134847,-0.237457,2
534,0.078557,-2.091634,2
1462,0.100993,-4.055184,3
1585,-2.539906,2.22101,3
1555,2.714523,4.179934,3
386,-1.393763,-1.832154,2
1161,-2.517668,4.884825,3
1779,-3.129383,-2.558064,3
268,-0.163533,-0.819495,1
847,0.723341,3.644411,3
1718,2.444936,-3.579428,3
1522,2.446728,3.347552,3
204,0.094292,-1.037365,1
515,-0.108757,-2.08124,2
138,0.4473,0.65745,1
722,-1.500265,-1.715751,2
740,-1.623162,-1.215099,2
108,0.108283,0.114105,1
130,-0.379692,0.177448,1
866,0.521905,4.607341,3
1126,-2.514612,4.005528,3
1413,0.414509,-5.227385,3
572,-2.124616,-0.955515,2
775,-1.917408,-1.206751,2
950,-1.392731,-4.757009,3
1321,-0.540611,3.379753,3
689,1.128399,-1.577336,2
674,-2.283947,-0.13854,2
250,-0.472585,-0.52969,1
853,2.4643,3.08406,3
906,-0.230799,4.906768,3
274,-0.42916,-0.172383,1
77,-0.092153,-0.713471,1
812,2.144544,-4.322139,3
1316,-0.733022,-3.627565,3
366,0.573413,-2.303854,2
1354,-3.517636,-3.654244,3
458,1.675578,-1.147226,2
438,0.808248,-2.180135,2
1526,-1.897447,4.835198,3
464,-1.362382,-1.867553,2
272,1.141267,-0.190348,1
749,0.360661,-1.867176,2
147,0.760093,-0.220243,1
660,-1.853305,-0.285792,2
859,-5.525762,0.203072,3
1247,2.420111,4.276276,3
48,-0.753007,-0.195943,1
1743,-3.213325,3.882702,3
1237,3.654556,-1.351172,3
691,1.435054,-1.351009,2
1572,3.032347,3.095033,3
1253,4.15675,3.570548,3
1525,-2.341684,-3.258692,3
309,-2.01982,-0.865399,2
1566,1.413769,4.903402,3
47,-0.919411,0.649461,1
513,1.992254,-1.103715,2
15,-0.490811,0.860318,1
1194,2.949007,2.550543,3
827,-2.447674,-3.431486,3
1552,-3.221669,4.054569,3
928,-4.749668,2.060242,3
1665,4.644976,1.081614,3
685,-1.770832,-0.658887,2
222,-0.363196,-1.016051,1
1619,-3.085578,-3.814487,3
206,0.52617,-0.239928,1
1676,-1.755195,-3.648353,3
405,-1.704325,-1.173958,2
50,-0.333126,0.620329,1
1215,3.6898,4.200314,3
1782,3.65098,-3.752905,3
1251,-3.643076,-1.805308,3
1614,-3.828173,-1.993236,3
1352,4.122456,1.972169,3
330,2.184991,-0.272014,2
954,-4.396744,1.955324,3
1050,3.784269,-4.147294,3
261,-0.447872,0.359596,1
520,1.909413,-0.643364,2
1698,3.142312,-2.772668,3
638,1.542769,-1.245692,2
1548,1.947051,-3.59235,3
500,0.485991,-2.131435,2
1115,-4.675804,-1.852937,3
1106,5.036181,-0.998216,3
124,-0.586613,-0.327906,1
1503,-2.656563,4.776029,3
863,0.621217,4.008708,3
1014,3.469725,-4.343079,3
684,-0.987017,-1.829705,2
1715,4.141661,2.294228,3
736,1.527138,-1.453529,2
952,2.55637,-2.376142,3
1202,3.739032,0.612566,3
1225,-3.456175,-3.368236,3
1757,4.868577,-0.817121,3
1399,5.469628,0.400287,3
802,4.307847,1.268187,3
1297,4.319192,-3.268418,3
1667,0.354139,3.902344,3
71,-0.396081,0.440444,1
1210,3.158689,-3.460998,3
456,-1.317791,-1.798844,2
687,1.896492,-1.319152,2
970,-4.844107,0.790747,3
56,0.056623,0.269662,1
704,-2.054733,-0.596349,2
1084,-5.032301,-1.382829,3
379,-2.198452,-0.253133,2
612,0.191001,-2.162469,2
777,-0.851805,-1.945003,2
1037,-3.443343,3.847498,3
106,0.186444,-0.623523,1
1035,1.428018,4.465546,3
1069,2.855857,-4.604449,3
1211,1.071324,-4.591393,3
959,2.402568,3.117843,3
1623,2.516155,4.380046,3
1148,2.98795,4.328595,3
627,-0.294834,-2.303901,2
801,-1.057988,-5.410215,3
1205,-4.438852,3.248658,3
964,3.540236,1.152304,3
1402,-2.494963,-3.34974,3
356,1.17348,-1.809433,2
1516,-0.487161,-3.995648,3
1499,3.038009,-2.584057,3
346,-1.422241,-1.676094,2
1291,-4.945713,-1.423881,3
385,-0.649663,-1.963092,2
1158,4.428828,1.805821,3
967,-3.957688,0.255121,3
395,1.56808,-1.002822,2
1395,2.279155,4.728914,3
791,1.392455,-1.786003,2
453,-1.519338,-1.038005,2
146,-0.02433,0.774118,1
819,-1.945673,-4.473274,3
606,1.299389,-1.513106,2
213,-0.97033,0.083667,1
1746,-2.966342,3.850225,3
1551,1.916787,-5.111523,3
317,-1.865581,-0.711934,2
160,0.220598,0.495859,1
187,0.051843,1.041639,1
156,0.572459,-0.983493,1
621,0.346938,-2.09611,2
1187,-4.211899,-0.214013,3
1242,-3.539649,-0.013686,3
1290,2.140031,-4.240722,3
188,-0.266324,-0.032778,1
1436,0.300408,3.427559,3
613,-1.511514,-1.230184,2
131,-0.084142,0.734663,1
494,1.554584,-1.140328,2
1016,0.492759,4.771555,3
81,-0.714834,0.865406,1
712,-0.332758,-1.899709,2
459,1.394261,-1.429837,2
521,-0.694373,-1.76089,2
487,2.203555,-0.282061,2
1680,-2.293044,-2.676609,3
324,-1.219081,-1.80732,2
1611,3.087585,3.052273,3
635,1.567476,-1.110325,2
1685,2.836822,-2.796452,3
1531,3.780577,-1.343388,3
1768,3.771245,1.920175,3
1362,-3.385469,-2.673517,3
1005,4.049024,0.762831,3
1567,3.41803,4.171019,3
991,-4.721846,-1.997895,3
1119,-4.676864,-1.303118,3
367,0.55429,-2.139309,2
59,0.796905,-0.646065,1
570,-1.554886,-1.492087,2
1748,4.939386,2.283698,3
1027,1.04222,4.701931,3
688,-2.280107,-0.092884,2
73,-0.449959,-1.003387,1
1749,2.490665,4.529473,3
1704,3.446747,-0.157684,3
1186,-3.464421,-1.607277,3
1086,-2.476494,-2.359788,3
60,0.796853,0.107234,1
1383,1.150917,3.58723,3
380,1.843732,-0.499961,2
398,0.372926,-2.144464,2
525,-1.602298,-0.803416,2
559,-0.562329,-2.278901,2
665,1.800037,-1.471541,2
1687,3.356495,1.071959,3
788,-0.925402,-1.566519,2
1529,4.184888,-1.9609,3
1300,-2.433224,2.478913,3
87,0.02124,0.731093,1
232,0.291406,-0.181066,1
579,2.031417,-0.381147,2
719,0.12989,-2.072561,2
298,-0.705367,0.657527,1
1054,-3.657642,-3.86259,3
1178,-0.491101,-4.301079,3
631,-1.806732,-0.045907,2
316,1.913015,-1.430903,2
721,-1.794228,-0.201094,2
637,1.916628,-0.36879,2
919,-2.167205,-3.637265,3
457,1.191084,-1.735779,2
1053,3.737529,-2.76162,3
1672,0.832979,4.39278,3
965,3.779077,3.788709,3
378,1.484007,-1.226121,2
290,-0.950859,-0.200922,1
728,-0.509959,-2.182583,2
1601,-3.091893,-4.116234,3
129,0.854434,-0.799484,1
466,0.060807,-2.258161,2
963,-2.935606,1.827261,3
351,-1.82123,-0.700679,2
888,4.264501,-3.253347,3
52,-0.00594,0.961309,1
162,0.331705,0.380413,1
1510,4.624443,2.12205,3
439,0.084809,-2.163809,2
780,1.627709,-1.617597,2
295,0.18266,-0.372524,1
1023,-3.834311,3.245377,3
1367,0.979853,5.435139,3
713,1.691869,-1.624327,2
979,-1.840805,4.53799,3
871,0.608955,-4.789736,3
1044,-4.867881,-2.288487,3
